SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_2,EXT_SOURCE_3,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
325215,1,Cash loans,F,N,N,2,90000.0,521280.0,28408.5,450000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.035792,-12670,-2268,-2654.0,-669,1,1,1,1,1,0,4.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,Trade: type 3,0.6395568220561184,0.4382813743111921,0.0,0.0,0.0,0.0,-1110.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
407133,1,Cash loans,F,N,Y,2,67500.0,1050327.0,37854.0,886500.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.006852,-11606,-3235,-2625.0,-4097,1,1,0,1,0,0,4.0,3,3,FRIDAY,11,0,0,0,0,0,0,Medicine,0.2043357880876354,0.2471909382666521,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
307468,0,Cash loans,M,Y,Y,0,180000.0,1800000.0,62698.5,1800000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.009334,-16513,-2720,-6926.0,-45,1,1,0,1,0,1,2.0,2,2,MONDAY,17,0,0,0,0,0,0,Police,0.7103853466189995,0.1830351672178103,2.0,1.0,2.0,1.0,-1939.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0
371832,1,Revolving loans,F,N,Y,1,247500.0,225000.0,11250.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.022625,-11346,-2786,-3949.0,-538,1,1,0,1,0,0,2.0,2,2,WEDNESDAY,8,0,0,0,0,1,1,Business Entity Type 3,0.3735010244347136,0.2896112383820055,8.0,0.0,8.0,0.0,-2251.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
248803,1,Cash loans,M,N,Y,0,112500.0,942300.0,30528.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006296,-15042,-459,-8227.0,-2498,1,1,0,1,0,0,2.0,3,3,THURSDAY,10,0,0,0,0,1,1,Business Entity Type 3,0.4058403588711792,0.1464420666789632,0.0,0.0,0.0,0.0,-809.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
221743,1,Revolving loans,F,Y,N,1,157500.0,382500.0,19125.0,382500.0,Unaccompanied,Working,Higher education,Married,Rented apartment,0.001333,-11363,-247,-5878.0,-3722,1,1,0,1,0,0,3.0,3,3,MONDAY,10,1,1,0,1,1,0,Self-employed,0.0281718152046846,0.3457848024695955,1.0,0.0,1.0,0.0,-2074.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
105053,0,Cash loans,F,N,Y,0,90000.0,760225.5,32337.0,679500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.02461,-22518,365243,-1388.0,-4398,1,0,0,1,0,0,2.0,2,2,WEDNESDAY,15,0,0,0,0,0,0,XNA,0.6159960842229343,0.4794489811780563,5.0,0.0,5.0,0.0,-813.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
448281,1,Cash loans,M,N,Y,0,90000.0,450000.0,22018.5,450000.0,Unaccompanied,Working,Lower secondary,Married,House / apartment,0.01885,-16140,-4092,-1392.0,-4132,1,1,1,1,1,0,2.0,2,2,SUNDAY,11,0,0,0,0,0,0,Agriculture,0.6897710150103389,,0.0,0.0,0.0,0.0,-2089.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
153931,0,Cash loans,M,Y,Y,0,157500.0,113760.0,7731.0,90000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.011703,-21414,-5222,-8070.0,-4723,1,1,0,1,0,0,2.0,2,2,TUESDAY,12,0,1,1,0,0,0,Construction,0.7387333683262461,0.4471785780453068,2.0,0.0,2.0,0.0,-172.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
418433,1,Cash loans,F,Y,Y,0,90000.0,814041.0,23931.0,679500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-17828,-4706,-3285.0,-1379,1,1,1,1,0,0,2.0,2,2,THURSDAY,14,0,0,0,0,0,0,Agriculture,0.2162038154478448,0.8193176922872417,0.0,0.0,0.0,0.0,-696.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
298505,1,Cash loans,M,N,Y,0,211500.0,450000.0,24412.5,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,-10034,-1053,-4635.0,-2652,1,1,0,1,1,1,2.0,1,1,FRIDAY,18,0,0,0,0,1,1,Business Entity Type 3,0.6186255487815088,0.470456116119975,0.0,0.0,0.0,0.0,-1916.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
218336,1,Revolving loans,M,Y,Y,0,180000.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Incomplete higher,Married,House / apartment,0.025164,-10074,-999,-9714.0,-77,1,1,0,1,0,0,2.0,2,2,MONDAY,15,0,0,0,0,0,0,Construction,0.5940525367717542,,4.0,0.0,4.0,0.0,-708.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
403116,0,Cash loans,F,Y,Y,0,76500.0,254700.0,14751.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-19677,-8091,-10518.0,-3223,1,1,1,1,1,0,2.0,2,2,FRIDAY,14,0,0,0,0,0,0,Other,0.6053593831281981,0.3689687382528466,0.0,0.0,0.0,0.0,-1773.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
308445,1,Cash loans,F,Y,Y,0,405000.0,790830.0,62613.0,675000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.00712,-16790,-499,-8083.0,-322,1,1,0,1,1,1,2.0,2,2,TUESDAY,15,0,0,0,0,0,0,Business Entity Type 3,0.5369996773322617,0.1419915427739129,2.0,0.0,2.0,0.0,-217.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
115296,0,Cash loans,F,N,N,0,76500.0,360000.0,18508.5,360000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,Municipal apartment,0.006305,-19829,365243,-5618.0,-1250,1,0,0,1,0,0,2.0,3,3,SATURDAY,10,0,0,0,0,0,0,XNA,0.6274282049690126,0.2822484337007223,4.0,0.0,3.0,0.0,-749.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,4.0
337960,0,Cash loans,F,Y,Y,2,112500.0,1319269.5,36409.5,1152000.0,Unaccompanied,Working,Secondary / secondary special,Married,Office apartment,0.010556,-14637,-3401,-3256.0,-4445,1,1,0,1,0,0,4.0,3,3,SATURDAY,16,0,0,0,0,0,0,Self-employed,0.6915603621757781,0.8061492814355136,0.0,0.0,0.0,0.0,-213.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
398053,1,Cash loans,M,N,Y,1,202500.0,168102.0,11362.5,148500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.010643,-17634,-1181,-7990.0,-1174,1,1,0,1,0,0,2.0,2,2,SATURDAY,17,0,0,0,0,0,0,Transport: type 3,0.6283580817444725,0.1047946227497676,0.0,0.0,0.0,0.0,-551.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
107263,0,Revolving loans,F,N,Y,0,112500.0,225000.0,11250.0,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.031329,-23468,365243,-44.0,-4000,1,0,0,1,0,0,2.0,2,2,MONDAY,16,0,0,0,0,0,0,XNA,0.5896417473803278,0.1614630800057724,,,,,-406.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
213161,1,Cash loans,M,Y,Y,0,135000.0,1056447.0,31018.5,922500.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.010643,-14981,365243,-8086.0,-4096,1,0,0,1,0,0,2.0,2,2,WEDNESDAY,15,0,0,0,0,0,0,XNA,0.6827749332272971,0.6263042766749393,2.0,0.0,2.0,0.0,-674.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
126889,1,Cash loans,F,N,N,0,202500.0,640080.0,31261.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010147,-12017,-2257,-11923.0,-4003,1,1,0,1,0,0,2.0,2,2,THURSDAY,10,0,0,0,0,0,0,Industry: type 3,0.5198854222489024,,0.0,0.0,0.0,0.0,-489.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
157295,0,Cash loans,F,Y,Y,0,135000.0,592560.0,30384.0,450000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.022625,-15354,-924,-2436.0,-986,1,1,0,1,0,0,2.0,2,2,WEDNESDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.3263190704656425,0.6430255641096323,2.0,0.0,2.0,0.0,-774.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
329023,1,Cash loans,M,N,Y,0,144000.0,888840.0,37363.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,Municipal apartment,0.0038179999999999,-15493,-99,-951.0,-4539,1,1,0,1,0,0,1.0,2,2,TUESDAY,10,0,0,0,0,0,0,Trade: type 7,0.5475726113345999,0.0005272652387098,9.0,0.0,9.0,0.0,-717.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0
362220,0,Cash loans,F,N,Y,0,90000.0,497520.0,27909.0,450000.0,Family,Pensioner,Secondary / secondary special,Widow,House / apartment,0.035792,-21695,365243,-8964.0,-4272,1,0,0,1,0,0,1.0,2,2,FRIDAY,9,0,0,0,0,0,0,XNA,,,2.0,1.0,2.0,1.0,-362.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
309482,1,Cash loans,M,N,Y,1,270000.0,254700.0,20250.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.025164,-9347,-1698,-3892.0,-1846,1,1,1,1,0,0,3.0,2,2,TUESDAY,9,0,0,0,0,0,0,Self-employed,0.2622583692422573,0.3893387918468769,0.0,0.0,0.0,0.0,-62.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0
269500,1,Cash loans,F,N,N,0,112500.0,450000.0,21888.0,450000.0,Unaccompanied,Working,Incomplete higher,Single / not married,House / apartment,0.018801,-8085,-904,-2930.0,-773,1,1,1,1,1,0,1.0,2,2,SATURDAY,13,0,0,0,1,1,0,Trade: type 2,0.5746050550129699,,0.0,0.0,0.0,0.0,-714.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
176310,0,Cash loans,M,N,Y,0,99000.0,331920.0,16096.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.0196889999999999,-13094,-351,-7235.0,-4218,1,1,0,1,0,1,1.0,2,2,FRIDAY,12,0,0,0,1,1,0,Industry: type 3,0.3331235402544282,0.5849900404894085,0.0,0.0,0.0,0.0,-724.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0
265060,1,Cash loans,F,N,Y,0,180000.0,307944.0,34875.0,292500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.018029,-12839,-1324,-2899.0,-98,1,1,1,1,1,0,2.0,3,3,THURSDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.2477299153942638,,8.0,1.0,8.0,1.0,-1087.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
238455,1,Cash loans,M,N,Y,1,157500.0,257391.0,20767.5,238500.0,Unaccompanied,Working,Secondary / secondary special,Married,Rented apartment,0.030755,-11715,-627,-5494.0,-3507,1,1,0,1,0,0,3.0,2,2,TUESDAY,10,0,0,0,0,1,1,Self-employed,0.3282689967736757,0.3589512285783967,0.0,0.0,0.0,0.0,-430.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
204924,1,Cash loans,M,N,Y,0,202500.0,675000.0,28728.0,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.072508,-19550,-1815,-6670.0,-2952,1,1,1,1,1,0,2.0,1,1,TUESDAY,6,0,0,0,0,0,0,Self-employed,0.4787757557574022,,0.0,0.0,0.0,0.0,-940.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
381487,1,Cash loans,F,N,Y,1,112500.0,258709.5,25717.5,234000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,With parents,0.006852,-14765,-249,-2503.0,-3522,1,1,0,1,0,0,3.0,3,3,SUNDAY,8,0,0,0,0,0,0,Trade: type 7,0.0544638511315779,,0.0,0.0,0.0,0.0,-598.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
158321,1,Cash loans,M,N,Y,0,180000.0,450000.0,22018.5,450000.0,"Spouse, partner",Working,Secondary / secondary special,Civil marriage,House / apartment,0.0116569999999999,-15770,-4094,-8190.0,-4101,1,1,1,1,1,0,2.0,1,1,TUESDAY,11,0,0,0,0,0,0,Self-employed,0.5931662906721936,0.3927738606031339,5.0,0.0,5.0,0.0,-537.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
353921,0,Cash loans,F,Y,Y,0,148500.0,1293502.5,35568.0,1129500.0,Family,State servant,Secondary / secondary special,Married,House / apartment,0.018634,-20168,-12633,-8268.0,-3403,1,1,1,1,1,0,2.0,2,2,THURSDAY,9,0,0,0,0,0,0,School,0.3143414837337179,0.2079641743053816,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
236032,0,Cash loans,F,N,Y,0,67500.0,229500.0,9720.0,229500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,-15189,-1113,-9256.0,-1305,1,1,0,1,1,0,2.0,2,2,MONDAY,7,0,0,0,0,0,0,Trade: type 7,0.6002860429635977,,2.0,0.0,2.0,0.0,-1227.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
418060,1,Cash loans,F,N,N,0,405000.0,1258650.0,56146.5,1125000.0,Unaccompanied,Working,Higher education,Separated,Office apartment,0.035792,-15691,-3868,-9728.0,-5150,1,1,0,1,1,0,1.0,2,2,SATURDAY,18,0,0,0,0,0,0,Self-employed,0.7056568516297648,0.7281412993111438,0.0,0.0,0.0,0.0,-1954.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
